"","game.id","w.id","l.id","week","w.conference","w.abbrvs","w.rank","w.name","w.pts","location","l.pts","l.name","l.rank","l.abbrvs","l.conference"
"253",695,89,125,12,"Conference USA","MAR ",26,"Marshall",44,"",41,"Houston",26,"HOU","Conference USA"
"26",696,130,127,12,"Conference USA","MEM",26,"Memphis",46,"@",9,"Alabama-Birmingham",26,"UAB","Conference USA"
"619",697,42,59,12,"Atlantic Coast","MIA",26,"Miami FL",40,"",9,"South Florida",26,"SFU","Big East"
"292",698,91,35,12,"Big Ten","MICH",23,"Michigan",42,"",17,"Iowa",26,"IOWA","Big Ten"
"602",699,92,103,12,"Sun Belt","MTSU",26,"Middle Tennessee State",20,"@",12,"South Alabama",26,"SOBAMA","Sun Belt"
"43",700,44,24,12,"Southeastern","MISS ST",26,"Mississippi State",45,"",14,"Arkansas",26,"ARK","Southeastern"
"691",701,122,63,12,"Independent","NAVY",26,"Navy",21,"",10,"Texas State",26,"TEXST","Western Athletic"
"423",702,46,10,12,"Big Ten","NEB",16,"Nebraska",38,"",14,"Minnesota",26,"MINN","Big Ten"
"477",703,47,48,12,"Mountain West","NEV",26,"Nevada",31,"@",24,"New Mexico",26,"NM","Mountain West"
"413",704,50,17,12,"Big Ten","NU",26,"Northwestern",23,"@",20,"Michigan State",26,"MSU","Big Ten"
"782",705,51,68,12,"Independent","ND",3,"Notre Dame",38,"",0,"Wake Forest",26,"WAKE","Atlantic Coast"
"830",706,53,72,12,"Big Ten","OSU",6,"Ohio State",21,"@",14,"Wisconsin",26,"WIS","Big Ten"
"803",707,54,70,12,"Big 12","OU",13,"Oklahoma",50,"@",49,"West Virginia",26,"WV","Big 12"
"703",708,55,64,12,"Big 12","OKST",26,"Oklahoma State",59,"",21,"Texas Tech",23,"TTU","Big 12"
"121",709,98,82,12,"Pac-12","ORST",15,"Oregon State",62,"",14,"California",26,"CAL","Pac-12"
"283",710,115,34,12,"Big Ten","PENN",26,"Penn State",45,"",22,"Indiana",26,"IND","Big Ten"
"279",711,57,33,12,"Big Ten","PUR",26,"Purdue",20,"@",17,"Illinois",26,"IL","Big Ten"
"634",712,99,104,12,"Conference USA","RICE",26,"Rice",36,"",20,"Southern Methodist",26,"SMU","Conference USA"
"137",713,58,77,12,"Big East","RUT",22,"Rutgers",10,"@",3,"Cincinnati",26,"CIN","Big East"
"105",714,102,3,12,"Western Athletic","SJSU",26,"San Jose State",20,"",14,"Brigham Young",26,"BYU","Independent"
"832",715,12,205,12,"Southeastern","SC",12,"South Carolina",24,"",7,"Wofford",26,"WOFF","FCS"
"544",716,18,56,12,"Pac-12","STAN",14,"Stanford",17,"@",14,"Oregon",1,"ORE","Pac-12"
"440",717,117,45,12,"Big East","SYR",26,"Syracuse",31,"@",27,"Missouri",26,"MIZZ","Southeastern"
"60",718,19,128,12,"Big East","TEM",26,"Temple",63,"@",32,"Army",26,"ARMY","Independent"
"584",719,118,181,12,"Southeastern","TAMU",9,"Texas A&M",47,"",28,"Sam Houston State",26,"SAMH","FCS"
"648",720,119,153,12,"Conference USA","UT-EP",26,"Texas-El Paso",34,"@",33,"Southern Mississippi",26,"SO MISS","Conference USA"
"258",721,65,129,12,"Western Athletic","UTSA",26,"Texas-San Antonio",34,"@",27,"Idaho",26,"ID","Western Athletic"
"126",722,107,4,12,"Conference USA","TULSA",26,"Tulsa",23,"",21,"Central Florida",26,"UCF","Conference USA"
"629",723,13,60,12,"Pac-12","UCLA",17,"UCLA",38,"",28,"Southern California",21,"USC","Pac-12"
"342",724,15,87,12,"Western Athletic","UTST",26,"Utah State",48,"@",41,"Louisiana Tech",19,"LTU","Western Athletic"
"673",725,120,20,12,"Southeastern","VAN",26,"Vanderbilt",41,"",18,"Tennessee",26,"TEN","Southeastern"
"90",726,76,79,12,"Atlantic Coast","VT",26,"Virginia Tech",30,"@",23,"Boston College",26,"BC","Atlantic Coast"
"152",727,69,121,12,"Pac-12","WASH",26,"Washington",38,"@",3,"Colorado",26,"COL","Pac-12"
"469",728,124,123,12,"Mountain West","WYO",26,"Wyoming",28,"@",23,"Nevada-Las Vegas",26,"UNLV","Mountain West"
"18",729,106,110,13,"Mid-American","TOL",26,"Toledo",35,"",23,"Akron",26,"AKRON","Mid-American"
"677",730,105,62,13,"Big 12","TCU",26,"Texas Christian",20,"@",13,"Texas",18,"TEX","Big 12"
"33",731,1,23,13,"Pac-12","ASU",26,"Arizona State",41,"@",34,"Arizona",26,"ARI","Pac-12"
"395",732,2,90,13,"Mid-American","BALL",26,"Ball State",31,"@",24,"Miami OH",26,"MIA-O","Mid-American"
"108",733,80,81,13,"Mid-American","BG",26,"Bowling Green State",21,"",7,"Buffalo",26,"BUF","Mid-American"
"370",734,5,133,13,"Mid-American","CMU",26,"Central Michigan",42,"@",21,"Massachusetts",26,"UMASS","Mid-American"
"612",735,77,59,13,"Big East","CIN",26,"Cincinnati",27,"",10,"South Florida",26,"SFU","Big East"
"355",736,28,89,13,"Conference USA","ECU",26,"East Carolina",65,"",59,"Marshall",26,"MAR ","Conference USA"
"535",737,8,52,13,"Mid-American","KENT",23,"Kent State",28,"",6,"Ohio",26,"OHIO","Mid-American"
"48",738,39,24,13,"Southeastern","LSU",8,"Louisiana State",20,"@",13,"Arkansas",26,"ARK","Southeastern"
"296",739,46,35,13,"Big Ten","NEB",17,"Nebraska",13,"@",7,"Iowa",26,"IOWA","Big Ten"
"194",740,97,132,13,"Mid-American","NIU",24,"Northern Illinois",49,"@",7,"Eastern Michigan",26,"EMU","Mid-American"
"667",741,117,19,13,"Big East","SYR",26,"Syracuse",38,"@",20,"Temple",26,"TEM","Big East"
"144",742,14,121,13,"Pac-12","UTAH",26,"Utah",42,"@",35,"Colorado",26,"COL","Pac-12"
"786",743,108,69,13,"Pac-12","WSU",26,"Washington State",31,"",28,"Washington",26,"WASH","Pac-12"
"300",744,70,36,13,"Big 12","WV",26,"West Virginia",31,"@",24,"Iowa State",26,"ISU","Big 12"
"71",745,22,111,13,"Southeastern","BAMA",2,"Alabama",49,"",0,"Auburn",26,"AUB","Southeastern"
"702",746,74,64,13,"Big 12","BAY",26,"Baylor",52,"",45,"Texas Tech",26,"TTU","Big 12"
"492",747,3,11,13,"Independent","BYU",26,"Brigham Young",50,"@",14,"New Mexico State",26,"NMSU","Western Athletic"
"24",748,4,127,13,"Conference USA","UCF",26,"Central Florida",49,"",24,"Alabama-Birmingham",26,"UAB","Conference USA"
"480",749,26,48,13,"Mountain West","COLS",26,"Colorado State",24,"",20,"New Mexico",26,"NM","Mountain West"
"352",750,6,75,13,"Big East","UCONN",26,"Connecticut",23,"@",20,"Louisville",19,"LOU","Big East"
"219",751,29,30,13,"Southeastern","UF",6,"Florida",37,"@",26,"Florida State",10,"FSU","Atlantic Coast"
"2",752,31,21,13,"Mountain West","FRES",26,"Fresno State",48,"",15,"Air Force",26,"AF","Mountain West"
"235",753,32,84,13,"Southeastern","UGA",3,"Georgia",42,"",10,"Georgia Tech",26,"GT","Atlantic Coast"
"470",754,114,123,13,"Mountain West","HAW",26,"Hawaii",48,"",10,"Nevada-Las Vegas",26,"UNLV","Mountain West"
"733",755,125,131,13,"Conference USA","HOU",26,"Houston",40,"",17,"Tulane",26,"TULA","Conference USA"
"599",756,40,103,13,"Sun Belt","LA-L",26,"Louisiana-Lafayette",52,"",30,"South Alabama",26,"SOBAMA","Sun Belt"
"209",757,88,83,13,"Sun Belt","LA-M",26,"Louisiana-Monroe",23,"@",17,"Florida International",26,"FIU","Sun Belt"
"638",758,130,153,13,"Conference USA","MEM",26,"Memphis",42,"",24,"Southern Mississippi",26,"SO MISS","Conference USA"
"176",759,42,27,13,"Atlantic Coast","MIA",26,"Miami FL",52,"@",45,"Duke",26,"DUKE","Atlantic Coast"
"419",760,17,10,13,"Big Ten","MSU",26,"Michigan State",26,"@",10,"Minnesota",26,"MINN","Big Ten"
"723",761,92,66,13,"Sun Belt","MTSU",26,"Middle Tennessee State",24,"",21,"Troy",26,"TROY","Sun Belt"
"432",762,43,44,13,"Southeastern","OLE",26,"Mississippi",41,"",24,"Mississippi State",25,"MISS ST","Southeastern"
"367",763,49,41,13,"Atlantic Coast","UNC",26,"North Carolina",45,"",38,"Maryland",26,"MARY","Atlantic Coast"
"89",764,93,79,13,"Atlantic Coast","NCST",26,"North Carolina State",27,"",10,"Boston College",26,"BC","Atlantic Coast"
"277",765,50,33,13,"Big Ten","NU",26,"Northwestern",50,"",14,"Illinois",26,"IL","Big Ten"
"628",766,51,60,13,"Independent","ND",1,"Notre Dame",22,"@",13,"Southern California",26,"USC","Pac-12"
"403",767,53,91,13,"Big Ten","OSU",4,"Ohio State",26,"",21,"Michigan",20,"MICH","Big Ten"
"539",768,54,55,13,"Big 12","OU",14,"Oklahoma",51,"",48,"Oklahoma State",22,"OKST","Big 12"
"548",769,56,98,13,"Pac-12","ORE",5,"Oregon",48,"@",24,"Oregon State",16,"ORST","Pac-12"
"828",770,115,72,13,"Big Ten","PENN",26,"Penn State",24,"",21,"Wisconsin",26,"WIS","Big Ten"
"578",771,116,58,13,"Big East","PITT",26,"Pittsburgh",27,"",6,"Rutgers",21,"RUT","Big East"
"281",772,57,34,13,"Big Ten","PUR",26,"Purdue",56,"",35,"Indiana",26,"IND","Big Ten"
"711",773,99,119,13,"Conference USA","RICE",26,"Rice",33,"@",24,"Texas-El Paso",26,"UT-EP","Conference USA"
"839",774,101,124,13,"Mountain West","SDSU",26,"San Diego State",42,"@",28,"Wyoming",26,"WYO","Mountain West"
"340",775,102,87,13,"Western Athletic","SJSU",26,"San Jose State",52,"",43,"Louisiana Tech",26,"LTU","Western Athletic"
"142",776,12,25,13,"Southeastern","SC",13,"South Carolina",27,"@",17,"Clemson",12,"CLEM","Atlantic Coast"
"742",777,104,107,13,"Conference USA","SMU",26,"Southern Methodist",35,"",27,"Tulsa",26,"TULSA","Conference USA"
"744",778,18,13,13,"Pac-12","STAN",11,"Stanford",35,"@",17,"UCLA",15,"UCLA","Pac-12"
"329",779,20,86,13,"Southeastern","TEN",26,"Tennessee",37,"",17,"Kentucky",26,"UK","Southeastern"
"436",780,118,45,13,"Southeastern","TAMU",9,"Texas A&M",59,"",29,"Missouri",26,"MIZZ","Southeastern"
"697",781,65,63,13,"Western Athletic","UTSA",26,"Texas-San Antonio",38,"",31,"Texas State",26,"TEXST","Western Athletic"
"261",782,15,129,13,"Western Athletic","UTST",25,"Utah State",45,"",9,"Idaho",26,"ID","Western Athletic"
"781",783,120,68,13,"Southeastern","VAN",26,"Vanderbilt",55,"@",21,"Wake Forest",26,"WAKE","Atlantic Coast"
"765",784,76,67,13,"Atlantic Coast","VT",26,"Virginia Tech",17,"",14,"Virginia",26,"UVA","Atlantic Coast"
"511",785,71,95,13,"Sun Belt","WKU",26,"Western Kentucky",25,"",24,"North Texas",26,"NTEX","Sun Belt"
"579",786,75,58,14,"Big East","LOU",26,"Louisville",20,"@",17,"Rutgers",26,"RUT","Big East"
"323",787,97,8,14,"Mid-American","NIU",19,"Northern Illinois",44,"",37,"Kent State",18,"KENT","Mid-American"
"743",788,18,13,14,"Pac-12","STAN",8,"Stanford",27,"",24,"UCLA",17,"UCLA","Pac-12"
"227",789,22,32,14,"Southeastern","BAMA",2,"Alabama",32,"",28,"Georgia",3,"UGA","Southeastern"
"414",790,78,92,14,"Sun Belt","ARKST",26,"Arkansas State",45,"",0,"Middle Tennessee State",26,"MTSU","Sun Belt"
"540",791,74,55,14,"Big 12","BAY",26,"Baylor",41,"",34,"Oklahoma State",24,"OKST","Big 12"
"462",792,112,47,14,"Mountain West","BST",25,"Boise State",27,"@",21,"Nevada",26,"NEV","Mountain West"
"167",793,77,6,14,"Big East","CIN",26,"Cincinnati",34,"@",17,"Connecticut",26,"UCONN","Big East"
"238",794,30,84,14,"Atlantic Coast","FSU",13,"Florida State",21,"",15,"Georgia Tech",26,"GT","Atlantic Coast"
"594",795,114,103,14,"Mountain West","HAW",26,"Hawaii",23,"",7,"South Alabama",26,"SOBAMA","Sun Belt"
"680",796,38,62,14,"Big 12","KSU",7,"Kansas State",42,"",24,"Texas",23,"TEX","Big 12"
"204",797,40,16,14,"Sun Belt","LA-L",26,"Louisiana-Lafayette",35,"@",21,"Florida Atlantic",26,"FAU","Sun Belt"
"689",798,54,105,14,"Big 12","OU",12,"Oklahoma",24,"@",17,"Texas Christian",26,"TCU","Big 12"
"497",799,98,174,14,"Pac-12","ORST",16,"Oregon State",77,"",3,"Nicholls State",26,"NICHST","FCS"
"611",800,116,59,14,"Big East","PITT",26,"Pittsburgh",27,"@",3,"South Florida",26,"SFU","Big East"
"493",801,63,11,14,"Western Athletic","TEXST",26,"Texas State",66,"",28,"New Mexico State",26,"NMSU","Western Athletic"
"127",802,107,4,14,"Conference USA","TULSA",26,"Tulsa",33,"",27,"Central Florida",26,"UCF","Conference USA"
"316",803,70,37,14,"Big 12","WV",26,"West Virginia",59,"",10,"Kansas",26,"KU","Big 12"
"454",804,72,46,14,"Big Ten","WIS",26,"Wisconsin",70,"",31,"Nebraska",14,"NEB","Big Ten"
"62",805,122,128,15,"Independent","NAVY",26,"Navy",17,"",13,"Army",26,"ARMY","Independent"
"459",806,23,47,16,"Pac-12","ARI",26,"Arizona",49,"",48,"Nevada",26,"NEV","Mountain West"
"718",807,15,106,16,"Western Athletic","UTST",18,"Utah State",41,"",15,"Toledo",26,"TOL","Mid-American"
"587",808,3,101,17,"Independent","BYU",26,"Brigham Young",23,"@",6,"San Diego State",26,"SDSU","Mountain West"
"74",809,4,2,17,"Conference USA","UCF",26,"Central Florida",38,"",17,"Ball State",26,"BALL","Mid-American"
"785",810,112,69,17,"Mountain West","BST",20,"Boise State",28,"",26,"Washington",26,"WASH","Pac-12"
"179",811,40,28,17,"Sun Belt","LA-L",26,"Louisiana-Lafayette",43,"",34,"East Carolina",26,"ECU","Conference USA"
"224",812,104,31,17,"Conference USA","SMU",26,"Southern Methodist",43,"",10,"Fresno State",26,"FRES","Mountain West"
"811",813,5,71,18,"Mid-American","CMU",26,"Central Michigan",24,"",21,"Western Kentucky",26,"WKU","Sun Belt"
"745",814,74,13,18,"Big 12","BAY",26,"Baylor",49,"",26,"UCLA",17,"UCLA","Pac-12"
"173",815,77,27,18,"Big East","CIN",26,"Cincinnati",48,"",34,"Duke",26,"DUKE","Atlantic Coast"
"98",816,102,80,18,"Western Athletic","SJSU",24,"San Jose State",29,"",20,"Bowling Green State",26,"BG","Mid-American"
"350",817,52,88,18,"Mid-American","OHIO",26,"Ohio",45,"",14,"Louisiana-Monroe",26,"LA-M","Sun Belt"
"424",818,64,10,18,"Big 12","TTU",26,"Texas Tech",34,"",31,"Minnesota",26,"MINN","Big Ten"
"581",819,76,58,18,"Atlantic Coast","VT",26,"Virginia Tech",13,"",10,"Rutgers",26,"RUT","Big East"
"450",820,1,122,18,"Pac-12","ASU",26,"Arizona State",62,"",28,"Navy",26,"NAVY","Independent"
"684",821,17,105,18,"Big Ten","MSU",26,"Michigan State",17,"",16,"Texas Christian",26,"TCU","Big 12"
"5",822,99,21,18,"Conference USA","RICE",26,"Rice",33,"",14,"Air Force",26,"AF","Mountain West"
"805",823,117,70,18,"Big East","SYR",26,"Syracuse",38,"",14,"West Virginia",26,"WV","Big 12"
"546",824,62,98,18,"Big 12","TEX",26,"Texas",31,"",27,"Oregon State",15,"ORST","Pac-12"
"339",825,25,39,19,"Atlantic Coast","CLEM",14,"Clemson",25,"",24,"Louisiana State",9,"LSU","Southeastern"
"625",826,84,60,19,"Atlantic Coast","GT",26,"Georgia Tech",21,"",7,"Southern California",26,"USC","Pac-12"
"297",827,107,36,19,"Conference USA","TULSA",26,"Tulsa",31,"",17,"Iowa State",26,"ISU","Big 12"
"506",828,120,93,19,"Southeastern","VAN",26,"Vanderbilt",38,"",24,"North Carolina State",26,"NCST","Atlantic Coast"
"521",829,30,97,20,"Atlantic Coast","FSU",13,"Florida State",31,"",10,"Northern Illinois",16,"NIU","Mid-American"
"453",830,32,46,20,"Southeastern","UGA",6,"Georgia",45,"",31,"Nebraska",23,"NEB","Big Ten"
"434",831,50,44,20,"Big Ten","NU",21,"Northwestern",34,"",20,"Mississippi State",26,"MISS ST","Southeastern"
"564",832,55,57,20,"Big 12","OKST",26,"Oklahoma State",58,"",14,"Purdue",26,"PUR","Big Ten"
"405",833,12,91,20,"Southeastern","SC",11,"South Carolina",33,"",28,"Michigan",19,"MICH","Big Ten"
"829",834,18,72,20,"Pac-12","STAN",8,"Stanford",20,"",14,"Wisconsin",26,"WIS","Big Ten"
"197",835,75,29,20,"Big East","LOU",22,"Louisville",33,"",23,"Florida",4,"UF","Southeastern"
"319",836,56,38,20,"Pac-12","ORE",5,"Oregon",35,"",17,"Kansas State",7,"KSU","Big 12"
"536",837,118,54,20,"Southeastern","TAMU",10,"Texas A&M",41,"",13,"Oklahoma",12,"OU","Big 12"
"555",838,43,116,20,"Southeastern","OLE",26,"Mississippi",38,"",17,"Pittsburgh",26,"PITT","Big East"
"321",839,78,8,20,"Sun Belt","ARKST",26,"Arkansas State",17,"",13,"Kent State",25,"KENT","Mid-American"
"531",840,22,51,20,"Southeastern","BAMA",2,"Alabama",42,"",14,"Notre Dame",1,"ND","Independent"
